"","Data/Time","ensemble_avg","ensemble_min","ensemble_max","ensemble_med","Obs setup","Obs wspd","Obs wdir"
"1",2020-07-28 01:00:00,NA,NA,NA,NA,NA,2.05776,200
"2",2020-07-28 02:00:00,NA,NA,NA,NA,NA,2.5722,170
"3",2020-07-28 03:00:00,NA,NA,NA,NA,NA,3.60108,190
"4",2020-07-28 04:00:00,NA,NA,NA,NA,NA,3.60108,200
"5",2020-07-28 05:00:00,NA,NA,NA,NA,NA,2.05776,250
"6",2020-07-28 06:00:00,NA,NA,NA,NA,NA,1.54332,240
"7",2020-07-28 07:00:00,NA,NA,NA,NA,NA,3.08664,250
"8",2020-07-28 08:00:00,NA,NA,NA,NA,NA,2.05776,230
"9",2020-07-28 09:00:00,NA,NA,NA,NA,NA,2.5722,200
"10",2020-07-28 10:00:00,NA,NA,NA,NA,NA,1.54332,250
"11",2020-07-28 11:00:00,NA,NA,NA,NA,NA,1.54332,240
"12",2020-07-28 12:00:00,NA,NA,NA,NA,1.61013724176433,1.54332,250
"13",2020-07-28 13:00:00,NA,NA,NA,NA,1.05041343658354,3.60108,270
"14",2020-07-28 14:00:00,NA,NA,NA,NA,0.530980568642394,2.5722,270
"15",2020-07-28 15:00:00,NA,NA,NA,NA,0.134515060685499,2.5722,250
"16",2020-07-28 16:00:00,NA,NA,NA,NA,-0.0895254880283331,0,0
"17",2020-07-28 17:00:00,NA,NA,NA,NA,-0.146248591227507,2.05776,290
"18",2020-07-28 18:00:00,NA,NA,NA,NA,-0.018014915498662,4.11552,110
"19",2020-07-28 19:00:00,NA,NA,NA,NA,0.324337670647534,3.60108,130
"20",2020-07-28 20:00:00,NA,NA,NA,NA,0.560582324494837,3.60108,110
"21",2020-07-28 21:00:00,NA,NA,NA,NA,0.521654192523874,2.5722,110
"22",2020-07-28 22:00:00,NA,NA,NA,NA,-0.162142392877429,7.7166,340
"23",2020-07-28 23:00:00,NA,NA,NA,NA,0.178490508449821,5.65884,180
"24",2020-07-29 00:00:00,NA,NA,NA,NA,0.344064161190875,1.54332,190
"25",2020-07-29 01:00:00,NA,NA,NA,NA,0.317128698420119,1.54332,340
"26",2020-07-29 02:00:00,NA,NA,NA,NA,0.250600087051897,1.54332,320
"27",2020-07-29 03:00:00,NA,NA,NA,NA,0.261527407063849,0,0
"28",2020-07-29 04:00:00,NA,NA,NA,NA,0.261527407063849,0,0
"29",2020-07-29 05:00:00,NA,NA,NA,NA,0.43416098344435,0,0
"30",2020-07-29 06:00:00,NA,NA,NA,NA,0.106962390658886,0,0
"31",2020-07-29 07:00:00,NA,NA,NA,NA,-0.109317918773545,0,0
"32",2020-07-29 08:00:00,NA,NA,NA,NA,-0.256282617479642,0,0
"33",2020-07-29 09:00:00,NA,NA,NA,NA,-0.433588725300857,0,0
"34",2020-07-29 10:00:00,NA,NA,NA,NA,0.157317573125224,0,0
"35",2020-07-29 11:00:00,NA,NA,NA,NA,-0.19461162002647,0,0
"36",2020-07-29 12:00:00,NA,NA,NA,NA,-0.17904596452992,1.54332,150
"37",2020-07-29 13:00:00,NA,NA,NA,NA,-0.00117840022897016,2.05776,180
"38",2020-07-29 14:00:00,NA,NA,NA,NA,0.139612024898032,0,0
"39",2020-07-29 15:00:00,NA,NA,NA,NA,0.387726719430111,2.05776,170
"40",2020-07-29 16:00:00,NA,NA,NA,NA,0.456979059433175,3.08664,NA
"41",2020-07-29 17:00:00,NA,NA,NA,NA,0.926262100439659,5.1444,100
"42",2020-07-29 18:00:00,NA,NA,NA,NA,1.67061485087715,3.60108,150
"43",2020-07-29 19:00:00,NA,NA,NA,NA,1.23127902203021,2.5722,300
"44",2020-07-29 20:00:00,NA,NA,NA,NA,1.51612984608034,2.5722,100
"45",2020-07-29 21:00:00,NA,NA,NA,NA,2.27347774058422,3.60108,130
"46",2020-07-29 22:00:00,NA,NA,NA,NA,3.18138268146823,3.60108,140
"47",2020-07-29 23:00:00,NA,NA,NA,NA,3.94763930057914,4.11552,110
"48",2020-07-30 00:00:00,NA,NA,NA,NA,4.1167687327351,2.5722,120
"49",2020-07-30 01:00:00,NA,NA,NA,NA,2.86320198366831,2.5722,320
"50",2020-07-30 02:00:00,NA,NA,NA,NA,2.57000446570045,1.54332,30
"51",2020-07-30 03:00:00,NA,NA,NA,NA,2.10933251918017,0,0
"52",2020-07-30 04:00:00,NA,NA,NA,NA,1.83790071389046,0,0
"53",2020-07-30 05:00:00,NA,NA,NA,NA,1.12723171309852,1.54332,280
"54",2020-07-30 06:00:00,NA,NA,NA,NA,0.521320599991305,0,0
"55",2020-07-30 07:00:00,NA,NA,NA,NA,0.838322469520537,0,0
"56",2020-07-30 08:00:00,NA,NA,NA,NA,0.636247285935418,0,0
"57",2020-07-30 09:00:00,NA,NA,NA,NA,0.19229611064775,0,0
"58",2020-07-30 10:00:00,NA,NA,NA,NA,-0.0927913895113228,0,0
"59",2020-07-30 11:00:00,NA,NA,NA,NA,-0.150075504809502,1.54332,200
"60",2020-07-30 12:00:00,NA,NA,NA,NA,-0.316300012219824,0,0
"61",2020-07-30 13:00:00,NA,NA,NA,NA,-0.0738451312495411,2.05776,200
"62",2020-07-30 14:00:00,NA,NA,NA,NA,0.234721573493133,2.5722,180
"63",2020-07-30 15:00:00,NA,NA,NA,NA,0.282642336244217,2.05776,NA
"64",2020-07-30 16:00:00,NA,NA,NA,NA,0.508059479968999,4.11552,90
"65",2020-07-30 17:00:00,NA,NA,NA,NA,1.22012535169833,4.62996,110
